cod_bna,nombre,tipo_estacion,vigencia,region,comuna,cuenca,altitud,latitud,longitud
08324001-6,Duqueco,Meteorológicas,Suspendidas,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,120,-37.5342303,-72.33208125
08324002-4,Estero Paillihue En Ex Longitudinal Sur,Meteorológicas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,138,-37.4761632,-72.32692334
08324003-2,Apr Chacayal Norte-Chacayal Sur,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.45557136,-72.14254221
08324004-0,Apr El Alamo,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.42779806,-72.20344976
08324005-9,Apr El Peral  (San Luis-Santa Laura),Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.47278191,-72.18417012
08324006-7,Apr El Peral-Los Angeles,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.48084009,-72.21389907
08330001-9,Rio Mulchen En Mulchen,Fluviométricas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,120,-37.72226576,-72.25072586
08330002-7,Pilguen,Meteorológicas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,264,-37.83054739,-72.2196947
08330003-5,Pozo Mulchen O Sondaje Nº 773 Essbio S.A.,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,0,-37.72062928,-72.23547249
08330004-3,Mulchen En Sector La Granja,Control de Nivel,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,131,-37.73625568,-72.23670645
08332001-K,Rio Bureo En Mulchen,Fluviométricas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,133,-37.71759945,-72.23039001
08332002-8,Mulchen,Meteorológicas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,142,-37.71464213,-72.2437598
08333001-5,Rio Bureo En Longitudinal (Ca),Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,120,-37.71959212,-72.26205482
08333002-3,San Jose De Munilque,Meteorológicas,Suspendidas,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,120,-37.58645535,-72.32042235
08333003-1,Rio Bureo En Puente Acceso A Mulchen,Fluviométricas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,138,-37.71287549,-72.24913356
08333004-K,Río Bureo Aguas Arriba Conf Río Biobío,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Negrete,Rio Bio-Bio,74,-37.59312218,-72.48022185
08334001-0,Rio Biobio En Coihue,Fluviométricas,Vigentes,Región del Biobío,Comuna de Negrete,Rio Bio-Bio,60,-37.55973748,-72.58900989
08334002-9,Los Angeles,Meteorológicas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,129,-37.50213602,-72.40827097
08334003-7,Apr La Aguada,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.4667296,-72.58066192
08334004-5,Apr Cocharcas Pozo 2,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de San Carlos,Rio Itata,0,-36.51926017,-72.05561503
08334005-3,Apr Coihue-Negrete,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Portezuelo,Rio Itata,0,-36.54833602,-72.59278838
08341002-7,Rio Renaico En El Morro (Ca),Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Collipulli,Rio Bio-Bio,300,-38.00398035,-72.00240397
08341003-5,El Morro,Meteorológicas,Suspendidas,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,300,-37.99785883,-71.99739217
08342001-4,Rio Renaico En Longitudinal,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Collipulli,Rio Bio-Bio,135,-37.84482896,-72.39086184
08342002-2,Rio Renaico En Ruta 5 Sur,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,0,-37.84569855,-72.3890358
08343001-K,Rio Mininco En Longitudinal,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Collipulli,Rio Bio-Bio,125,-37.86321046,-72.39246391
08343002-8,Encinar Malleco,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Collipulli,Rio Bio-Bio,520,-38.10433477,-72.11361723
08343003-6,Niblinto,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Lumaco,Rio Imperial,520,-38.1461939,-72.82683062
08344001-5,Rio Renaico En Renaico (Ca),Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Renaico,Rio Bio-Bio,65,-37.6686345,-72.5878247
08344002-3,Rio Renaico En Ruta 5 Q-860,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,0,-37.75759447,-72.46637603
08350001-8,Rio Malleco En Desagüe Malleco,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Bio-Bio,850,-38.21813645,-71.83066808
08350002-6,Laguna Malleco,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Curacautín,Rio Bio-Bio,894,-38.21520004,-71.81115156
08351001-3,Rio Malleco En Collipulli,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Collipulli,Rio Bio-Bio,153,-37.96472994,-72.43568787
08351003-K,Collipulli,Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Collipulli,Rio Bio-Bio,240,-37.95896414,-72.42542961
08351004-8,Apr Pidima,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Ercilla,Rio Bio-Bio,0,-38.00861469,-72.42139259
08352002-7,Rio Malleco En Camino Huequen-Renaico (C,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Angol,Rio Bio-Bio,80,-37.80396593,-72.6524679
08352003-5,Río Malleco En Pte Malleco Ruta 180,Calidad de Aguas,Vigentes,Región de La Araucanía,Comuna de Angol,Rio Bio-Bio,0,-37.7970183,-72.65247213
08353001-4,Ercilla (Vida Nueva),Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Ercilla,Rio Bio-Bio,262,-38.04479241,-72.46027603
08356001-0,Rio Rahue En Quebrada Culen,Fluviométricas,Vigentes,Región de La Araucanía,Comuna de Los Sauces,Rio Bio-Bio,65,-37.94140648,-72.80609225
08358001-1,Rio Vergara En Tijeral,Sedimentometricas,Vigentes,Región de La Araucanía,Comuna de Renaico,Rio Bio-Bio,40,-37.73183523,-72.61859917
08358002-K,Angol (La Mona),Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Angol,Rio Bio-Bio,113,-37.77923963,-72.63718532
08358003-8,El Vergel (Angol),Meteorológicas,Suspendidas,Región de La Araucanía,Comuna de Angol,Rio Bio-Bio,75,-37.81784579,-72.64988123
08358004-6,Poco A Poco,Meteorológicas,Vigentes,Región del Biobío,Comuna de Mulchén,Rio Bio-Bio,653,-37.88011666,-71.98676686
08358005-4,Parque Nahuelbuta,Meteorológicas,Vigentes,Región de La Araucanía,Comuna de Angol,Rio Bio-Bio,1177,-37.8232421,-72.96062584
08358006-2,Asoc. Canalistas Biobio Sur,Control de Nivel,Vigentes,Región de La Araucanía,Comuna de Angol,Rio Bio-Bio,110,-37.77922038,-72.63667502
08359002-5,Rio Vergara En Nacimiento,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Nacimiento,Rio Bio-Bio,0,-37.50923367,-72.66689273
08359003-3,Apr Rihue,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Negrete,Rio Bio-Bio,0,-37.62703747,-72.63721042
08361000-K,Apr La Generala,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Santa Juana,Rio Bio-Bio,0,-37.38269316,-72.96088746
08362001-3,Rio Nicodahue En Pichun,Fluviométricas,Vigentes,Región del Biobío,Comuna de Nacimiento,Rio Bio-Bio,0,-37.46511857,-72.74989334
08362002-1,Nacimiento En Piscina Municipal,Control de Nivel,Vigentes,Región del Biobío,Comuna de Nacimiento,Rio Bio-Bio,85,-37.50206225,-72.68162851
08363001-9,Rio Biobio Bajo Junta Rio Vergara (Ca),Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.46222873,-72.68063245
08363002-7,Apr Tres Esquinas De Bulnes,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.47090139,-72.64527988
08364001-4,Las Achiras,Meteorológicas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,144,-37.3801905,-72.36609854
08364002-2,Apr Rarinco-Natre Rarinco-Santa Clara,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.36646111,-72.28816882
08365000-1,Apr Canteras El Hualle,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Quilleco,Rio Bio-Bio,0,-37.40182039,-72.01031327
08365001-K,Apr Villa Mercedes,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Quilleco,Rio Bio-Bio,0,-37.40698848,-71.97556964
08366001-5,Rio Huaqui En Diuquin,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Laja,Rio Bio-Bio,40,-37.36511603,-72.64231383
08366002-3,Estero Quilque En Los Angeles,Meteorológicas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,144,-37.45606735,-72.32727754
08366003-1,Los Angeles En Casa De Huesped Mop,Control de Nivel,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,153,-37.43862208,-72.32649721
08366004-K,Estero Quilque En La Vega,Fluviométricas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.46700679,-72.34685304
08366005-8,Apr Rere,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.39569551,-72.62532784
08367001-0,Laja,Meteorológicas,Vigentes,Región del Biobío,Comuna de Laja,Rio Bio-Bio,53,-37.27719773,-72.71637959
08367002-9,Rio Biobio Antes Junta Rio Laja,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Laja,Rio Bio-Bio,0,-37.28425064,-72.71666264
08370001-7,"Laguna De La Laja, Sector Puerto Nuevo",Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.36841767,-71.36203501
08370002-5,Laguna De La Laja Frente Puntilla El Flaco,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.35147299,-71.30508295
08370003-3,Laguna De La Laja Frente Puntilla Los Machos,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.28840898,-71.30313418
08370004-1,Laguna De La Laja Sector Bahia Colorado,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.2439643,-71.27924622
08370005-K,Laguna De La Laja En Rio Colorado,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.2397989,-71.26007089
08370006-8,Canal Alto Polcura,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,1450,-37.209181,-71.23222745
08370007-6,Laguna De La Laja (Lm),Lagos y Embalses,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,1330,-37.36728604,-71.36679818
08370008-4,Pichachen,Meteorológicas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,1485,-37.52777884,-71.21528112
08370009-2,Rio De Los Pinos En Paso Fronterizo Pichachen,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,1460,-37.52945253,-71.21973247
08370010-6,Estacion Nivometrica Los Corralitos,Nivométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,1750,-37.58000562,-71.15723306
08371001-2,Canal De Descarga Central Antuco,Fluviométricas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Bio-Bio,0,-37.30967523,-71.63274658
08371002-0,Laguna Del Laja (Conaf),Meteorológicas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,1124,-37.39472984,-71.41167811
08372001-8,Alto Mallines,Nivométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,1770,-37.15949818,-71.24262204
08372002-6,Rio Polcura En Cuatro Junta,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,1319,-37.11044188,-71.24463985
08374001-9,Volcan Chillan,Nivométricas,Vigentes,Región de Ñuble,Comuna de Pinto,Rio Itata,2060,-36.8942117,-71.41207734
08374002-7,Canal De Descarga Central El Toro,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.27398427,-71.46009823
08374003-5,Rio Polcura Aguas Abajo Descarga Central El Toro,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.27527871,-71.46112147
08375001-4,Rio Polcura  A. Desc. Central El Toro,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,710,-37.26973449,-71.46078303
08375002-2,Canal Abanico En Km 049,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,890,-37.39522833,-71.45139611
08375003-0,Rio Laja Bajo Descarga Central Antuco (C,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,450,-37.3097819,-71.63685685
08375004-9,Canal Zañartu Despues Bocatoma Rio Laja,Fluviométricas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Bio-Bio,490,-37.30539097,-71.64946228
08375005-7,Canal Collao,Fluviométricas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Bio-Bio,490,-37.30576612,-71.64961083
08375006-5,Canal Mirrihue,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,500,-37.32617518,-71.65490915
08375007-3,Apr Agua Y Sol Antuco,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.33436052,-71.67635742
08375008-1,Apr Los Canelos,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.3592453,-71.52964613
08375009-K,Apr Polcura,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Bio-Bio,0,-37.28795933,-71.72537404
08375010-3,Apr Villa Las Rosas Y Villa Peluca,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Quilleco,Rio Bio-Bio,0,-37.40618989,-71.97543637
08375011-1,Canal Unificado Mirrihue Ortiz Pinochet,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,0,-37.33472447,-71.6397266
08376001-K,Rio Rucue En Camino A Antuco,Fluviométricas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,450,-37.34317899,-71.79717641
08376002-8,Rio Rucue Aguas Arriba Bocatoma Central Rucue,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Antuco,Rio Bio-Bio,661,-37.37333564,-71.73805952
08380001-1,Rio Laja En Tucapel,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Quilleco,Rio Bio-Bio,295,-37.28575467,-71.9814647
08380002-K,Canal Laja Camino A Tucapel,Fluviométricas,Vigentes,Región del Biobío,Comuna de Quilleco,Rio Bio-Bio,285,-37.30405357,-71.9729493
08380003-8,Canal Siberia En Bocatoma (Rec.R.Laja),Fluviométricas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Bio-Bio,300,-37.25032416,-72.00532475
08380005-4,Canal Laja-Diguillín,Fluviométricas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Bio-Bio,0,-37.30074943,-71.96422413
08380006-2,Rio Laja En Tucapel 2,Fluviométricas,Vigentes,Región del Biobío,Comuna de Quilleco,Rio Bio-Bio,0,-37.28311677,-71.98708917
08380007-0,Apr El Roble,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Bio-Bio,0,-37.17301901,-72.15356374
08380008-9,Canal Litre En Bocatoma Rio Laja,Fluviométricas,Vigentes,Región del Biobío,Comuna de Tucapel,Rio Bio-Bio,0,-37.28083525,-71.96639673
08380009-7,Apr La Esperanza-Cholguan Estacion,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Bio-Bio,0,-37.16532181,-72.07474327
08381003-3,Rio Laja Ag.Arr. Del Salto (Rec.R.Laja),Meteorológicas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,140,-37.21288425,-72.32789739
08381004-1,Canal Batuco En Bocatoma,Fluviométricas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,151,-37.20277995,-72.31583916
08381005-K,Canal Rio Claro Los Leones En Bocatoma (Rec.Laja),Fluviométricas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,156,-37.20417137,-72.31639821
08381006-8,Canal La Mancha En Bocatoma (Rec.Laja),Fluviométricas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,153,-37.20584105,-72.31611373
08381007-6,Estero Zanjon Seco A.J. Laja (Rec.Laja),Fluviométricas,Suspendidas,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,149,-37.20977282,-72.31981631
08381008-4,Canal Dueñas En Bocatoma (Rec.Laja),Fluviométricas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,133,-37.2119458,-72.37333682
08381009-2,Canal Saltos La Aguada En Bocatoma (Rec.R.Laja),Fluviométricas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,133,-37.21195299,-72.37528578
08381010-6,Rio Laja En Pte.Longitudinal (Rec.Laja),Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,128,-37.21912913,-72.38274445
08381011-4,Estero Batuco A.J. Laja (Rec.R.Laja),Fluviométricas,Suspendidas,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,100,-37.20699246,-72.4434509
08381012-2,Yungay En Posta Campanario,Control de Nivel,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Bio-Bio,177,-37.13195783,-72.19560946
08381013-0,Río Laja Aguas Arriba De Conf Río Caliboro,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.21896076,-72.39185499
08381014-9,Apr Cambrales,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,0,-37.20647501,-72.43744081
08381015-7,Apr Campanario,Calidad de Aguas,Vigentes,Región de Ñuble,Comuna de Yungay,Rio Bio-Bio,0,-37.13690694,-72.17899365
08381016-5,Apr Chillancito De Cabrero,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,0,-37.20422371,-72.35475669
08381017-3,Apr Paraguay,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.20347846,-72.2346118
08381018-1,Apr Puente Tapihue-Misque,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,0,-37.17066846,-72.40913587
08381019-K,Canal Misque En Bocatoma Rio Laja,Fluviométricas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,0,-37.21111688,-72.37334304
08381020-3,Canal De Descarga Central Quilleco,Fluviométricas,Vigentes,Región del Biobío,Comuna de Quilleco,Rio Bio-Bio,387,-37.35722934,-71.87334136
08381021-1,Rio Laja Antes Salto Del Laja,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,0,-37.21357831,-72.38235043
08382001-2,Estero Cachapoal A.J. Laja (Rec.R.Laja),Fluviométricas,Suspendidas,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,100,-37.25504974,-72.49817319
08382002-0,Canal Quilales En Bocatoma (Rec.R.Laja),Fluviométricas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,141,-37.23366444,-72.36486282
08382003-9,Canal Morales En Bocatoma (Rec.R.Laja),Fluviométricas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,141,-37.21450082,-72.36625106
08382004-7,Estero Caliboro A.J. Laja (Rec.R.Laja),Fluviométricas,Suspendidas,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,106,-37.24505167,-72.47845044
08382005-5,Apr Los Troncos,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.27675877,-72.42757076
08382006-3,Apr Salto Del Laja,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.22372183,-72.37202669
08382007-1,Apr Salto Del Laja Oriente,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.21980921,-72.37642195
08382008-K,Rio Caliboro En Ruta Q-15,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.28829097,-72.19780949
08382009-8,Rio Caliboro Antes Junta Rio Laja,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Los Angeles,Rio Bio-Bio,0,-37.24528949,-72.49261188
08383001-8,Rio Laja En Puente Perales,Fluviométricas,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,65,-37.23697695,-72.53923458
08383002-6,Estero Potrerada A.J.Laja (Rec.R.Laja),Fluviométricas,Suspendidas,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,85,-37.2261622,-72.54484916
08383003-4,Apr Cerro Parra,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Laja,Rio Bio-Bio,0,-37.2862599,-72.51454244
08384000-5,Cabrero En Municipalidad,Control de Nivel,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,129,-37.03815735,-72.40490233
08384001-3,Apr Millantu,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,0,-36.9871417,-72.62611897
08385001-9,Rio Claro En Camino Yumbel-Estacion,Fluviométricas,Suspendidas,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,0,-37.1189385,-72.54485187
08385003-5,Rio Claro En Estac. Rio Claro (Rec.Laja),Fluviométricas,Suspendidas,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,80,-37.20060133,-72.61568422
08385004-3,Rio Claro En Puente Ferroviario (Ca),Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,0,-37.20276812,-72.61811715
08385005-1,Yumbel En Estadio Municipal,Control de Nivel,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,96,-37.1450849,-72.53760094
08385006-K,Apr Tomeco,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,0,-37.15803126,-72.60643847
08385007-8,Apr Charrua,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,0,-37.10050174,-72.32470842
08385008-6,Apr Obras De Rio Claro,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,0,-37.08133136,-72.51845179
08385009-4,Apr Rio Claro,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,0,-37.19099174,-72.62137105
08385010-8,Monte Aguila,Meteorológicas,Vigentes,Región del Biobío,Comuna de Cabrero,Rio Bio-Bio,150,-37.08639772,-72.44139024
08386001-4,Rio Laja En San Rosendo,Calidad de Aguas,Suspendidas,Región del Biobío,Comuna de San Rosendo,Rio Bio-Bio,40,-37.26608478,-72.72006436
08386002-2,Rio Laja En La Cantera (Rec.R.Laja),Fluviométricas,Suspendidas,Región del Biobío,Comuna de San Rosendo,Rio Bio-Bio,75,-37.25116419,-72.68680579
08386003-0,Río Laja En Puente Laja,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Laja,Rio Bio-Bio,0,-37.26588894,-72.71271834
08390000-8,Rio Biobio Ante Junta Rio Gomero,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de San Rosendo,Rio Bio-Bio,0,-37.20337936,-72.81329234
08390001-6,Apr Santa Fe,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Yumbel,Rio Bio-Bio,0,-37.1348733,-72.72788158
08391001-1,Rio Bio Bio En Santa Juana (Ca),Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Santa Juana,Rio Bio-Bio,35,-37.1706099,-72.9358116
08391002-K,Apr Talcamavida,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Hualqui,Rio Bio-Bio,0,-37.16413559,-72.90329646
08392000-9,Apr Quilacoya,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Hualqui,Rio Bio-Bio,0,-37.05267209,-72.96144487
08392001-7,Apr Unihue,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Hualqui,Rio Bio-Bio,0,-37.05565941,-72.94965867
08393002-0,Estero Hualqui En Desembocadura,Fluviométricas,Vigentes,Región del Biobío,Comuna de Hualqui,Rio Bio-Bio,30,-36.98254861,-72.94138848
08394001-8,Rio Biobio En Desembocadura,Fluviométricas,Vigentes,Región del Biobío,Comuna de Concepción,Rio Bio-Bio,16,-36.83784751,-73.06153398
08394002-6,Laguna Grande San Pedro (Lm),Lagos y Embalses,Vigentes,Región del Biobío,Comuna de San Pedro de la Paz,Rio Bio-Bio,18,-36.85059902,-73.0999047
08394003-4,Rio Bio Bio En Desembocadura (Boca Norte,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Concepción,Rio Bio-Bio,2,-36.83093493,-73.06821165
08394004-2,Rio Biobio En Desembocadura (Boca Sur),Calidad de Aguas,Vigentes,Región del Biobío,Comuna de San Pedro de la Paz,Rio Bio-Bio,2,-36.84323969,-73.07553892
08394005-0,Rio Bio-Bio Antes Planta La Mochita (Ca),Calidad de Aguas,Vigentes,Región del Biobío,Comuna de Concepción,Rio Bio-Bio,0,-36.84362474,-73.05710428
08394006-9,Cerro Verde,Meteorológicas,Suspendidas,Región del Biobío,Comuna de Concepción,Rio Bio-Bio,10,-36.81671244,-73.07212292
08394007-7,Laguna Grande De San Pedro En Sector Sur,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de San Pedro de la Paz,Rio Bio-Bio,0,-36.86876555,-73.11605738
08394008-5,Laguna Grande De San Pedro En Sector Centro,Lagos y Embalses,Vigentes,Región del Biobío,Comuna de San Pedro de la Paz,Rio Bio-Bio,0,-36.86196732,-73.11364442
08394009-3,Laguna Grande De San Pedro En Sector Desagüe,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de San Pedro de la Paz,Rio Bio-Bio,0,-36.84947546,-73.10914017
08394010-7,Lago San Pedro En Sector Centro 2,Calidad de Aguas,Vigentes,Región del Biobío,Comuna de San Pedro de la Paz,Rio Bio-Bio,0,-36.85820383,-73.11049539
08394011-5,Faro Punta Hualpen,Meteorológicas,Suspendidas,Región del Biobío,Comuna de Hualpén,Rio Bio-Bio,40,-36.74776709,-73.18938179
08410001-3,Concepcion Dga.,Meteorológicas,Vigentes,Región del Biobío,Comuna de San Pedro de la Paz,Rio Bio-Bio,28,-36.83321298,-73.10050313
08410002-1,Concepcion Edif. Mop,Meteorológicas,Suspendidas,Región del Biobío,Comuna de Concepción,Rio Bio-Bio,30,-36.81782403,-73.03323963
