cod_bna,nombre,tipo_estacion,vigencia,region,comuna,cuenca,altitud,latitud,longitud
04810002-3,Rio Pupio En Angostura Romero (Ca),Calidad de Aguas,Suspendidas,Región de Coquimbo,Comuna de Los Vilos,Costeras entre R.Choapa y R.Quilimari,700,-31.95048228,-71.05010815
04810003-1,Caimanes,Meteorológicas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Costeras entre R.Choapa y R.Quilimari,450,-31.928264,-71.13622938
04810004-K,Pozo Los Vilos,Control de Nivel,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Costeras entre R.Choapa y R.Quilimari,15,-31.86528878,-71.47684287
04810005-8,Estero Pupio Antes Quebrada Llau-Llau,Calidad de Aguas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Costeras entre R.Choapa y R.Quilimari,632,-31.94894198,-71.06278885
04810006-6,Quebrada Llau-Llau,Fluviométricas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Costeras entre R.Choapa y R.Quilimari,624,-31.94993149,-71.0640592
04810007-4,Apr Caimanes,Calidad de Aguas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Costeras entre R.Choapa y R.Quilimari,1030,-31.92621237,-71.13380249
04820001-K,Los Vilos Dmc,Meteorológicas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Costeras entre R.Choapa y R.Quilimari,10,-31.91468734,-71.51007496
04900002-2,Culimo Embalse,Meteorológicas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,380,-32.0727553,-71.2341491
04900003-0,Quelon,Meteorológicas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,890,-32.14423044,-71.16291915
04900004-9,El Naranjo,Meteorológicas,Suspendidas,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,720,-32.03187322,-71.15233232
04900005-7,Embalse Culimo (Lm),Lagos y Embalses,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,0,-32.06743172,-71.23122351
04901001-K,Rio Quilimari En Los Condores,Calidad de Aguas,Suspendidas,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,200,-32.10328946,-71.30870972
04901002-8,Infiernillo,Meteorológicas,Suspendidas,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,300,-32.06131541,-71.30733654
04902002-3,Los Condores,Meteorológicas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,190,-32.10858802,-71.31240328
04902003-1,Quilimari,Meteorológicas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,25,-32.11664318,-71.4919077
04902004-K,Quebrada El Manzano,Meteorológicas,Suspendidas,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,300,-32.17326681,-71.37234362
04902005-8,Quebrada Seca,Meteorológicas,Suspendidas,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,140,-32.069098,-71.40622983
04902006-6,Pueblo Qulimari,Control de Nivel,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,13,-32.1154671,-71.48843205
04902007-4,Fundo Santa Ines,Control de Nivel,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,7,-32.13827937,-71.51094827
04902008-2,Apr Guanguali,Calidad de Aguas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,2032,-32.12649549,-71.34686328
04902009-0,Apr Los Condores,Calidad de Aguas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,0,-32.12979006,-71.37522323
04902010-4,Apr Quilimarí,Calidad de Aguas,Vigentes,Región de Coquimbo,Comuna de Los Vilos,Rio QuiLimari,0,-32.12261913,-71.49068201
05000001-K,Quebrada El Manzano,Meteorológicas,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Costeras Quilimari-Petorca,380,-32.22048872,-71.40178843
05000002-8,Apr Casas De Hualquen,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Costeras Quilimari-Petorca,0,-32.33407398,-71.40112056
05100001-3,Rio Sobrante En Piñadero,Fluviométricas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,1300,-32.22936524,-70.71659338
05100002-1,Rio Sobrante Antes Rio Pedernal (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Petorca,Rio Petorca,675,-32.20384447,-70.81878149
05100003-K,Nacimiento Del Sobrante,Nivométricas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,3380,-32.18882576,-70.48313531
05100004-8,El Rancho Hacienda,Meteorológicas,Suspendidas,Región de Valparaíso,Comuna de Petorca,Rio Petorca,2000,-32.22604837,-70.60452983
05100005-6,El Trapiche,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,1180,-32.22906925,-70.73758775
05100006-4,El Sobrante Hacienda,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,810,-32.22950459,-70.79484424
05100007-2,Chincolco,Meteorológicas,Suspendidas,Región de Valparaíso,Comuna de Petorca,Rio Petorca,650,-32.21548585,-70.83954275
05100008-0,Agua Potable Valle Los Olmos,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de Petorca,Rio Petorca,753,-32.21772279,-70.81959892
05100009-9,Parcela Luis Silva,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,718,-32.21656877,-70.81203242
05100010-2,Escuela Chalaco,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,775,-32.18716688,-70.80433268
05100011-0,Apr El Sobrante,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.22926093,-70.78146926
05100012-9,Apr Valle Los Olmos,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.21494538,-70.81767631
05101001-9,Rio Pedernal En Tejada,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,1080,-32.07540162,-70.75832946
05101003-5,Rio Pedernal Antes Rio Sobrante (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Petorca,Rio Petorca,675,-32.18717637,-70.81877866
05101004-3,Rio Pedernal En Pedernal (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.10048655,-70.7834254
05101005-1,Pedernal Hacienda,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,1100,-32.09274711,-70.79876549
05101006-K,Chalaco,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,880,-32.17891956,-70.78742405
05101007-8,Los Olmos-Chalaco,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,688,-32.19711091,-70.81221937
05101008-6,Apr Chalaco,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.17596249,-70.79877731
05110001-8,Rio Petorca En Petorca,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.25743612,-70.94424919
05110002-6,Rio Petorca En Peñon O Hierro Viejo,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,450,-32.27866586,-70.98892002
05110003-4,Hierro Viejo,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,440,-32.28139891,-70.97684466
05110004-2,Agua Potable Polcura,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,584,-32.23370439,-70.8703121
05110005-0,Agua Potable Hierro Viejo,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,403,-32.28092593,-71.01248539
05110006-9,Sociedad Agricola Bellavista,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,580,-32.25392935,-70.92115318
05110007-7,Apr Hierro Viejo,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.2831627,-71.01248172
05110008-5,Apr Hierro Viejo Centro,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.27537863,-70.99661924
05111001-3,Palquico,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,450,-32.25272465,-71.13862707
05111002-1,Frutillar Alto,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,780,-32.14956746,-70.99797381
05111004-8,El Salvador,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,340,-32.30625581,-71.07731483
05111005-6,Santa Julia,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de Petorca,Rio Petorca,350,-32.31827146,-71.06065949
05111006-4,Apr Palquico,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.25363217,-71.12975454
05120001-2,Rio Petorca En Longotoma O Puente Ff,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,126,-32.38121591,-71.37274913
05120002-0,Rio Petorca Antes Pueblo Pedegua (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Petorca,Rio Petorca,300,-32.37051042,-71.06879447
05120003-9,Artificio,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Petorca,250,-32.3986123,-71.09556451
05120004-7,Las Colmenas,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,80,-32.31036291,-71.25869692
05120005-5,Santa Marta,Meteorológicas,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,100,-32.31854922,-71.25983478
05120006-3,Longotoma,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,20,-32.39313032,-71.37170032
05120007-1,Asentamiento Los Tigres,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,0,-32.17077066,-71.16935707
05120008-K,Pc. Piwonka,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,140,-32.2967185,-71.23995762
05120009-8,Agua Potable Pullancon,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,151,-32.3174434,-71.20769352
05120010-1,Agua Potable La Canela,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,150,-32.35903606,-71.15507802
05120011-K,Asentamiento Los Tigres,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,28,-32.33404418,-71.30657466
05120012-8,Parcela El Boldo,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,171,-32.37360647,-71.13302188
05120013-6,Agua Potable Longotoma,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,14,-32.3866551,-71.36884214
05120014-4,Agua Potable San Manuel,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,16,-32.37422942,-71.357243
05120015-2,Ap. Santa Marta,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,176,-32.33779759,-71.18181137
05120016-0,Agua Potable Pedegua,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Petorca,Rio Petorca,211,-32.35553233,-71.0708652
05120017-9,A.P. El Trapiche,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,76,-32.31330824,-71.27845897
05120018-7,Parcela Piwonka,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,124,-32.29409971,-71.23761042
05120019-5,Apr Artificio,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Petorca,0,-32.39137952,-71.09066732
05120020-9,Apr El Trapiche - Petorca,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,0,-32.30866387,-71.207438
05120021-7,Apr La Canela,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,0,-32.36946942,-71.15988449
05200001-7,Rio Alicahue En Colliguay,Fluviométricas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,780,-32.33078266,-70.73764829
05200002-5,Rio Alicahue En Alicahue,Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,620,-32.33716698,-70.75210203
05200003-3,Rio Alicahue Antes Estero Casa/Piedra (C,Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,610,-32.33717734,-70.78545066
05200004-1,Rio Casa De Piedra Antes Rio Alicahue (C,Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,610,-32.33717734,-70.78545066
05200005-K,La Chupalla,Meteorológicas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,1300,-32.30104288,-70.64146972
05200006-8,Alicahue,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,750,-32.34096021,-70.75173954
05200007-6,La Mostaza,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,1200,-32.43759438,-70.68162324
05200008-4,Asentamiento Alicahue,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,669,-32.34404699,-70.77481218
05200009-2,Pozo Agua Potable Alicahue,Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.34605733,-70.77488331
05200010-6,Apr Los Perales,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.33629575,-70.74468042
05210001-1,Rio Ligua En San Lorenzo,Fluviométricas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.43382439,-70.98344035
05210002-K,La Viña,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,370,-32.43217969,-70.91192932
05210003-8,Asentamiento V. Aconcagua,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.40383704,-70.90211404
05210004-6,Asentamiento Pililen,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,451,-32.38717237,-70.86878137
05210005-4,Asentamiento Bartolillo,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,465,-32.38831785,-70.85718675
05210006-2,Fundo El Molle,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,358,-32.42050398,-70.91878596
05210007-0,Reserva La Vega,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,306,-32.4369054,-70.94550866
05210008-9,Asentamiento San Lorenzo,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,276,-32.43013985,-70.98145613
05210009-7,Asentamiento Paihuen,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,560,-32.36172643,-70.81275488
05210010-0,Apr La Vina-La Vega,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.40414192,-70.8812084
05211001-7,Estero Los Angeles Antes Rio Alicahue,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,240,-32.43986776,-71.00559855
05211003-3,Mina Cerro Negro,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,650,-32.59303721,-70.87210584
05211004-1,Las Puertas,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,350,-32.486899,-70.93252727
05211005-K,Apr La Mora,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.49558483,-70.95930753
05220001-6,Rio Ligua En Pupio,Fluviométricas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.41716137,-71.06677541
05220002-4,Rio Ligua En Cabildo,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.42910607,-71.08295618
05220003-2,Rio Ligua Antes Filtracion (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,170,-32.42049676,-71.0854696
05220004-0,Rio Ligua Despues Filtracion (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,150,-32.43717466,-71.10213546
05220005-9,Estero Las Pataguas Antes Rio La Ligua (,Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,90,-32.48383162,-71.18344632
05220006-7,Chacrilla,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,290,-32.42716403,-71.06066593
05220007-5,Las Pataguas,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,350,-32.5373622,-71.13526755
05220008-3,Cobre (Suspendida),Meteorológicas,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,425,-32.48382858,-71.15011101
05220011-3,Fundo Montegrande,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,145,-32.4456384,-71.09375958
05220012-1,Parcela El Boldo,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Petorca,192,-32.37076949,-71.13065981
05220013-K,Pozo Dren Cabildo,Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,211,-32.42250753,-71.02750147
05220014-8,Apr El Carmen,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,0,-32.47939371,-71.18816944
05220015-6,Apr San Jose,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Cabildo,Rio Ligua,0,-32.41356372,-71.07385936
05221001-1,Rio Ligua En Placilla,Fluviométricas,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,150,-32.44136133,-71.28373944
05221002-K,Rio Ligua En Quinquimo,Fluviométricas,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,18,-32.44402382,-71.31864666
05221003-8,Rio Ligua En La Ligua  (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,45,-32.43717468,-71.21880723
05221004-6,Rio Ligua En Puente Panamericana (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Papudo,Rio Ligua,12,-32.44027664,-71.32281508
05221005-4,Valle Hermoso,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,80,-32.44350925,-71.19906411
05221006-2,Los Cardos,Meteorológicas,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,60,-32.44576846,-71.22650519
05221007-0,Papudo Y Zapallar,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Papudo,Rio Ligua,17,-32.44083487,-71.32432887
05221008-9,A.P. Ligua,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,46,-32.44654354,-71.22347187
05221009-7,A.P. Placilla,Control de Nivel,Vigentes,Región de Valparaíso,Comuna de Papudo,Rio Ligua,15,-32.44589645,-71.3011254
05221010-0,A.P. Valle Hermoso (1),Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,83,-32.45272353,-71.19713948
05221011-9,A.P. Valle Hermoso (2),Control de Nivel,Suspendidas,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,81,-32.45243907,-71.19741975
05221012-7,Apr El Olivo Purutum,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,0,-32.53772538,-71.22762265
05221013-5,Apr Las Salinas,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Papudo,Rio Ligua,0,-32.43822138,-71.35432445
05221014-3,Apr Valle Hermoso Petorca,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de La Ligua,Rio Ligua,0,-32.44023176,-71.20701376
05310001-5,Laguna De Zapallar,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Zapallar,Costeras Ligua-Aconcagua,50,-32.62378298,-71.40746503
05310002-3,Pozo Riego Bernal,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Zapallar,Costeras Ligua-Aconcagua,0,-32.62716071,-71.4118926
05310003-1,Apr El Blanquillo,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Zapallar,Costeras Ligua-Aconcagua,0,-32.56967216,-71.25466447
05310004-K,Apr John Kennedy,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Zapallar,Costeras Ligua-Aconcagua,0,-32.53074991,-71.27420464
05320001-K,Estero Quintero En Valle Alegre,Meteorológicas,Vigentes,Región de Valparaíso,Comuna de Quintero,Costeras Ligua-Aconcagua,40,-32.80111331,-71.41951737
05320002-8,Estero Puchuncavi En Desembocadura,Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Puchuncaví,Costeras Ligua-Aconcagua,5,-32.73383705,-71.48345958
05320003-6,Estero Pucuncavi En Puente Camino A Ventanas,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Puchuncaví,Costeras Ligua-Aconcagua,10,-32.73384144,-71.46680582
05320004-4,Estero Quintero En Desembocadura (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Quintero,Costeras Ligua-Aconcagua,5,-32.8859095,-71.50997598
05320005-2,Apr Campiche,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Puchuncaví,Costeras Ligua-Aconcagua,0,-32.72834065,-71.44288561
05320006-0,Apr Mantagua,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Quintero,Costeras Ligua-Aconcagua,0,-32.85966983,-71.47124628
05320007-9,Apr Pucalan Los Maquis,Calidad de Aguas,Vigentes,Región de Valparaíso,Comuna de Puchuncaví,Costeras Ligua-Aconcagua,0,-32.76072048,-71.31672742
05400001-4,Rio Juncal Antes Rio Juncalillo (Ca),Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Los Andes,Rio Aconcagua,2200,-32.8691826,-70.15126703
05400003-0,Rio Juncalillo Antes Rio Juncal,Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Los Andes,Rio Aconcagua,2200,-32.86434742,-70.14838302
05400004-9,Glaciar Juncal Norte,Glaciológicas,Suspendidas,Región de Valparaíso,Comuna de Los Andes,Rio Aconcagua,2873,-32.98416892,-70.11417646
05400005-7,Glaciar Monos De Agua,Glaciológicas,Vigentes,Región de Valparaíso,Comuna de Los Andes,Rio Aconcagua,4350,-32.99361852,-70.02833712
05401001-K,Laguna Del Inca En Portillo,Fluviométricas,Suspendidas,Región de Valparaíso,Comuna de Los Andes,Rio Aconcagua,2890,-32.83161086,-70.12894443
05401002-8,Rio Juncal Ante Junta Rio Blanco,Calidad de Aguas,Suspendidas,Región de Valparaíso,Comuna de Los Andes,Rio Aconcagua,0,-32.90829185,-70.29598629
